"","id.name","count","id","cost.usdph","read.cache.load","read.cache.mem","read.cache.sto","read.cache.s3","read.spool.mem","read.spool.sto","read.spool.s3","rw.mem","rw.sto","rw.s3","rw.xchg","stat.read.spool","stat.read.work","time.cpu","time.mem","time.sto","time.s3","time.xchg","time.load","stat.time.sum","stat.time.max","stat.time.period","stat.price.sum","stat.price.max","stat.price.period","is.first","param.cpuh","param.scanned","param.cache.skew","param.spool.skew","param.spool.frac"
"32","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,0,0,0,16,0,0,0,0,16,75,0.32,0,0,0,0,75.32,75,86400,0.0974138666666667,0.097,111.744,TRUE,1,16,0.1,0.001,0
"33","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,2,0,0,20,0,0,0,2,16,200,0.4,0,0,0,0,200.4,200,86400,0.101146333333333,0.100944444444444,43.608,FALSE,1,16,0.1,0.001,0.1
"34","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,0.0975173333333333,0.097,111.744,TRUE,1,16,0.1,0.001,0.1
"35","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,8,0,0,32,0,0,0,8,16,200,0.64,0,0,0,0,200.64,200,86400,0.101267466666667,0.100944444444444,43.608,FALSE,1,16,0.1,0.001,0.5
"36","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,0.0978277333333333,0.097,111.744,TRUE,1,16,0.1,0.001,0.5
"37","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,13,0,0,42,0,0,0,13,16,200,0.84,0,0,0,0,200.84,200,86400,0.101368411111111,0.100944444444444,43.608,FALSE,1,16,0.1,0.001,0.8
"38","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,13,0,0,42,0,0,0,13,16,75,0.84,0,0,0,0,75.84,75,86400,0.0980864,0.097,111.744,TRUE,1,16,0.1,0.001,0.8
"39","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,16,0,0,48,0,0,0,16,16,200,0.96,0,0,0,0,200.96,200,86400,0.101428977777778,0.100944444444444,43.608,FALSE,1,16,0.1,0.001,1
"40","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,16,0,0,48,0,0,0,16,16,75,0.96,0,0,0,0,75.96,75,86400,0.0982416,0.097,111.744,TRUE,1,16,0.1,0.001,1
"41","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,0,0,0,16,0,0,0,0,16,200,0.32,0,0,0,0,200.32,200,86400,0.101105955555556,0.100944444444444,43.608,FALSE,1,16,0.1,0.5,0
"42","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,0,0,0,16,0,0,0,0,16,75,0.32,0,0,0,0,75.32,75,86400,0.0974138666666667,0.097,111.744,TRUE,1,16,0.1,0.5,0
"43","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,2,0,0,20,0,0,0,2,16,200,0.4,0,0,0,0,200.4,200,86400,0.101146333333333,0.100944444444444,43.608,FALSE,1,16,0.1,0.5,0.1
"44","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,0.0975173333333333,0.097,111.744,TRUE,1,16,0.1,0.5,0.1
"45","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,8,0,0,32,0,0,0,8,16,200,0.64,0,0,0,0,200.64,200,86400,0.101267466666667,0.100944444444444,43.608,FALSE,1,16,0.1,0.5,0.5
"46","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,0.0978277333333333,0.097,111.744,TRUE,1,16,0.1,0.5,0.5
"47","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,13,0,0,42,0,0,0,13,16,200,0.84,0,0,0,0,200.84,200,86400,0.101368411111111,0.100944444444444,43.608,FALSE,1,16,0.1,0.5,0.8
"48","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,13,0,0,42,0,0,0,13,16,75,0.84,0,0,0,0,75.84,75,86400,0.0980864,0.097,111.744,TRUE,1,16,0.1,0.5,0.8
"49","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,16,0,0,48,0,0,0,16,16,200,0.96,0,0,0,0,200.96,200,86400,0.101428977777778,0.100944444444444,43.608,FALSE,1,16,0.1,0.5,1
"50","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,16,0,0,48,0,0,0,16,16,75,0.96,0,0,0,0,75.96,75,86400,0.0982416,0.097,111.744,TRUE,1,16,0.1,0.5,1
"51","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,0,0,0,16,0,0,0,0,16,200,0.32,0,0,0,0,200.32,200,86400,0.101105955555556,0.100944444444444,43.608,FALSE,1,16,0.1,0.999,0
"52","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,0,0,0,16,0,0,0,0,16,75,0.32,0,0,0,0,75.32,75,86400,0.0974138666666667,0.097,111.744,TRUE,1,16,0.1,0.999,0
"53","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,2,0,0,20,0,0,0,2,16,200,0.4,0,0,0,0,200.4,200,86400,0.101146333333333,0.100944444444444,43.608,FALSE,1,16,0.1,0.999,0.1
"54","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,0.0975173333333333,0.097,111.744,TRUE,1,16,0.1,0.999,0.1
"55","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,8,0,0,32,0,0,0,8,16,200,0.64,0,0,0,0,200.64,200,86400,0.101267466666667,0.100944444444444,43.608,FALSE,1,16,0.1,0.999,0.5
"56","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,0.0978277333333333,0.097,111.744,TRUE,1,16,0.1,0.999,0.5
"57","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,13,0,0,42,0,0,0,13,16,200,0.84,0,0,0,0,200.84,200,86400,0.101368411111111,0.100944444444444,43.608,FALSE,1,16,0.1,0.999,0.8
"58","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,13,0,0,42,0,0,0,13,16,75,0.84,0,0,0,0,75.84,75,86400,0.0980864,0.097,111.744,TRUE,1,16,0.1,0.999,0.8
"59","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,16,0,0,48,0,0,0,16,16,200,0.96,0,0,0,0,200.96,200,86400,0.101428977777778,0.100944444444444,43.608,FALSE,1,16,0.1,0.999,1
"60","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,16,0,0,48,0,0,0,16,16,75,0.96,0,0,0,0,75.96,75,86400,0.0982416,0.097,111.744,TRUE,1,16,0.1,0.999,1
"61","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,0,0,0,16,0,0,0,0,16,200,0.32,0,0,0,0,200.32,200,86400,0.101105955555556,0.100944444444444,43.608,FALSE,1,16,0.5,0.001,0
"62","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,0,0,0,16,0,0,0,0,16,75,0.32,0,0,0,0,75.32,75,86400,0.0974138666666667,0.097,111.744,TRUE,1,16,0.5,0.001,0
"63","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,2,0,0,20,0,0,0,2,16,200,0.4,0,0,0,0,200.4,200,86400,0.101146333333333,0.100944444444444,43.608,FALSE,1,16,0.5,0.001,0.1
"64","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,0.0975173333333333,0.097,111.744,TRUE,1,16,0.5,0.001,0.1
"65","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,8,0,0,32,0,0,0,8,16,200,0.64,0,0,0,0,200.64,200,86400,0.101267466666667,0.100944444444444,43.608,FALSE,1,16,0.5,0.001,0.5
"66","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,0.0978277333333333,0.097,111.744,TRUE,1,16,0.5,0.001,0.5
"67","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,13,0,0,42,0,0,0,13,16,200,0.84,0,0,0,0,200.84,200,86400,0.101368411111111,0.100944444444444,43.608,FALSE,1,16,0.5,0.001,0.8
"68","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,13,0,0,42,0,0,0,13,16,75,0.84,0,0,0,0,75.84,75,86400,0.0980864,0.097,111.744,TRUE,1,16,0.5,0.001,0.8
"69","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,16,0,0,48,0,0,0,16,16,200,0.96,0,0,0,0,200.96,200,86400,0.101428977777778,0.100944444444444,43.608,FALSE,1,16,0.5,0.001,1
"70","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,16,0,0,48,0,0,0,16,16,75,0.96,0,0,0,0,75.96,75,86400,0.0982416,0.097,111.744,TRUE,1,16,0.5,0.001,1
"71","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,0,0,0,16,0,0,0,0,16,200,0.32,0,0,0,0,200.32,200,86400,0.101105955555556,0.100944444444444,43.608,FALSE,1,16,0.5,0.5,0
"72","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,0,0,0,16,0,0,0,0,16,75,0.32,0,0,0,0,75.32,75,86400,0.0974138666666667,0.097,111.744,TRUE,1,16,0.5,0.5,0
"73","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,2,0,0,20,0,0,0,2,16,200,0.4,0,0,0,0,200.4,200,86400,0.101146333333333,0.100944444444444,43.608,FALSE,1,16,0.5,0.5,0.1
"74","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,0.0975173333333333,0.097,111.744,TRUE,1,16,0.5,0.5,0.1
"75","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,8,0,0,32,0,0,0,8,16,200,0.64,0,0,0,0,200.64,200,86400,0.101267466666667,0.100944444444444,43.608,FALSE,1,16,0.5,0.5,0.5
"76","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,0.0978277333333333,0.097,111.744,TRUE,1,16,0.5,0.5,0.5
"77","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,13,0,0,42,0,0,0,13,16,200,0.84,0,0,0,0,200.84,200,86400,0.101368411111111,0.100944444444444,43.608,FALSE,1,16,0.5,0.5,0.8
"78","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,13,0,0,42,0,0,0,13,16,75,0.84,0,0,0,0,75.84,75,86400,0.0980864,0.097,111.744,TRUE,1,16,0.5,0.5,0.8
"79","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,16,0,0,48,0,0,0,16,16,200,0.96,0,0,0,0,200.96,200,86400,0.101428977777778,0.100944444444444,43.608,FALSE,1,16,0.5,0.5,1
"80","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,16,0,0,48,0,0,0,16,16,75,0.96,0,0,0,0,75.96,75,86400,0.0982416,0.097,111.744,TRUE,1,16,0.5,0.5,1
"81","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,0,0,0,16,0,0,0,0,16,200,0.32,0,0,0,0,200.32,200,86400,0.101105955555556,0.100944444444444,43.608,FALSE,1,16,0.5,0.999,0
"82","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,0,0,0,16,0,0,0,0,16,75,0.32,0,0,0,0,75.32,75,86400,0.0974138666666667,0.097,111.744,TRUE,1,16,0.5,0.999,0
"83","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,2,0,0,20,0,0,0,2,16,200,0.4,0,0,0,0,200.4,200,86400,0.101146333333333,0.100944444444444,43.608,FALSE,1,16,0.5,0.999,0.1
"84","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,0.0975173333333333,0.097,111.744,TRUE,1,16,0.5,0.999,0.1
"85","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,8,0,0,32,0,0,0,8,16,200,0.64,0,0,0,0,200.64,200,86400,0.101267466666667,0.100944444444444,43.608,FALSE,1,16,0.5,0.999,0.5
"86","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,0.0978277333333333,0.097,111.744,TRUE,1,16,0.5,0.999,0.5
"87","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,13,0,0,42,0,0,0,13,16,200,0.84,0,0,0,0,200.84,200,86400,0.101368411111111,0.100944444444444,43.608,FALSE,1,16,0.5,0.999,0.8
"88","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,13,0,0,42,0,0,0,13,16,75,0.84,0,0,0,0,75.84,75,86400,0.0980864,0.097,111.744,TRUE,1,16,0.5,0.999,0.8
"89","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,16,0,0,48,0,0,0,16,16,200,0.96,0,0,0,0,200.96,200,86400,0.101428977777778,0.100944444444444,43.608,FALSE,1,16,0.5,0.999,1
"90","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,16,0,0,48,0,0,0,16,16,75,0.96,0,0,0,0,75.96,75,86400,0.0982416,0.097,111.744,TRUE,1,16,0.5,0.999,1
"91","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,0,0,0,16,0,0,0,0,16,200,0.32,0,0,0,0,200.32,200,86400,0.101105955555556,0.100944444444444,43.608,FALSE,1,16,0.8,0.001,0
"92","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,0,0,0,16,0,0,0,0,16,75,0.32,0,0,0,0,75.32,75,86400,0.0974138666666667,0.097,111.744,TRUE,1,16,0.8,0.001,0
"93","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,2,0,0,20,0,0,0,2,16,200,0.4,0,0,0,0,200.4,200,86400,0.101146333333333,0.100944444444444,43.608,FALSE,1,16,0.8,0.001,0.1
"94","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,0.0975173333333333,0.097,111.744,TRUE,1,16,0.8,0.001,0.1
"95","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,8,0,0,32,0,0,0,8,16,200,0.64,0,0,0,0,200.64,200,86400,0.101267466666667,0.100944444444444,43.608,FALSE,1,16,0.8,0.001,0.5
"96","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,0.0978277333333333,0.097,111.744,TRUE,1,16,0.8,0.001,0.5
"97","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,13,0,0,42,0,0,0,13,16,200,0.84,0,0,0,0,200.84,200,86400,0.101368411111111,0.100944444444444,43.608,FALSE,1,16,0.8,0.001,0.8
"98","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,13,0,0,42,0,0,0,13,16,75,0.84,0,0,0,0,75.84,75,86400,0.0980864,0.097,111.744,TRUE,1,16,0.8,0.001,0.8
"99","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,16,0,0,48,0,0,0,16,16,200,0.96,0,0,0,0,200.96,200,86400,0.101428977777778,0.100944444444444,43.608,FALSE,1,16,0.8,0.001,1
"100","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,16,0,0,48,0,0,0,16,16,75,0.96,0,0,0,0,75.96,75,86400,0.0982416,0.097,111.744,TRUE,1,16,0.8,0.001,1
"101","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,0,0,0,16,0,0,0,0,16,200,0.32,0,0,0,0,200.32,200,86400,0.101105955555556,0.100944444444444,43.608,FALSE,1,16,0.8,0.5,0
"102","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,0,0,0,16,0,0,0,0,16,75,0.32,0,0,0,0,75.32,75,86400,0.0974138666666667,0.097,111.744,TRUE,1,16,0.8,0.5,0
"103","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,2,0,0,20,0,0,0,2,16,200,0.4,0,0,0,0,200.4,200,86400,0.101146333333333,0.100944444444444,43.608,FALSE,1,16,0.8,0.5,0.1
"104","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,0.0975173333333333,0.097,111.744,TRUE,1,16,0.8,0.5,0.1
"105","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,8,0,0,32,0,0,0,8,16,200,0.64,0,0,0,0,200.64,200,86400,0.101267466666667,0.100944444444444,43.608,FALSE,1,16,0.8,0.5,0.5
"106","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,8,0,0,32,0,0,0,8,16,75,0.64,0,0,0,0,75.64,75,86400,0.0978277333333333,0.097,111.744,TRUE,1,16,0.8,0.5,0.5
"107","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,13,0,0,42,0,0,0,13,16,200,0.84,0,0,0,0,200.84,200,86400,0.101368411111111,0.100944444444444,43.608,FALSE,1,16,0.8,0.5,0.8
"108","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,13,0,0,42,0,0,0,13,16,75,0.84,0,0,0,0,75.84,75,86400,0.0980864,0.097,111.744,TRUE,1,16,0.8,0.5,0.8
"109","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,16,0,0,48,0,0,0,16,16,200,0.96,0,0,0,0,200.96,200,86400,0.101428977777778,0.100944444444444,43.608,FALSE,1,16,0.8,0.5,1
"110","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,16,0,0,48,0,0,0,16,16,75,0.96,0,0,0,0,75.96,75,86400,0.0982416,0.097,111.744,TRUE,1,16,0.8,0.5,1
"111","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,0,0,0,16,0,0,0,0,16,200,0.32,0,0,0,0,200.32,200,86400,0.101105955555556,0.100944444444444,43.608,FALSE,1,16,0.8,0.999,0
"112","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,0,0,0,16,0,0,0,0,16,75,0.32,0,0,0,0,75.32,75,86400,0.0974138666666667,0.097,111.744,TRUE,1,16,0.8,0.999,0
"113","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,2,0,0,20,0,0,0,2,16,200,0.4,0,0,0,0,200.4,200,86400,0.101146333333333,0.100944444444444,43.608,FALSE,1,16,0.8,0.999,0.1
"114","c5.24xlarge",1,"c5.24xlarge/1",4.656,0,16,0,0,2,0,0,20,0,0,0,2,16,75,0.4,0,0,0,0,75.4,75,86400,0.0975173333333333,0.097,111.744,TRUE,1,16,0.8,0.999,0.1
"115","c4.8xlarge",1,"c4.8xlarge/1",1.817,0,16,0,0,8,0,0,32,0,0,0,8,16,200,0.64,0,0,0,0,200.64,200,86400,0.101267466666667,0.100944444444444,43.608,FALSE,1,16,0.8,0.999,0.5
